Flight Type,Fl No.,Origin,ETA,ATA,Fl No.,Dest,ETD,ATD
Flight Type,Fl No.,Origin,ETA,ATA,Fl No.,Dest,ETD,ATD
Full,BA065,LHR,20:30,20:40,BA064,LHR,23:15,23:25
Full,EK719,DXB,14:30,14:30,EK720,DUB,16:40,16:40
Full,ET302,ADD,10:20,10:30,ET303,ADD,11:35,11:50
Arr,ET304,ADD,12:20,12:20,ET305,ADD,13:44,13:44
Park,ET304,ADD,13:50,13:50,ET305,ADD,15:59,17:04
Dep,ET304,ADD,16:05,17:10,ET305,ADD,17:35,18:40
Full,ET306,ADD,18:15,18:45,ET307,ADD,19:35,19:45
Arr,ET308,ADD,23:40,23:40,ET309,ADD,1:04,1:04
Park,ET308,ADD,1:10,1:10,ET309,ADD,4:24,4:39
Dep,ET308,ADD,4:30,4:45,ET309,ADD,6:00,6:15
Arr,ET308,ADD,23:45,23:45,ET309,ADD,1:09,1:09
Park,ET308,ADD,1:15,1:15,ET309,ADD,4:24,4:34
Dep,ET308,ADD,4:30,4:40,ET309,ADD,6:00,6:10
Full,EY641,AUH,12:47,12:36,EY642,AUH,13:40,13:40
Full,G9734,SHJ,13:06,14:01,G9735,SHJ,13:40,14:50
Full,KL565,AMS,20:25,20:30,KL566,AMS,22:25,22:30
Arr,KQ101,LHR,6:30,5:49,KQ310,DXB,7:54,7:13
Park,KQ101,LHR,8:00,7:19,KQ310,DXB,17:39,17:52
Dep,KQ101,LHR,17:45,17:58,KQ310,DXB,19:15,19:28
Full,KQ117,AMS,6:10,6:21,KQ116,AMS,8:35,8:46
Full,KQ205,BOM,10:30,11:34,KQ704,LUN,12:05,12:29
Full,KQ251,SEZ,18:25,19:28,KQ330,JED,21:30,21:39
Arr,KQ252,HAH,18:25,18:25,,,19:49,19:49
Park,KQ252,HAH,19:55,19:55,,,22:23,22:23
Dep,KQ252,HAH,22:29,22:29,,,23:59,23:59
Arr,KQ257,TNR,20:15,20:15,KQ536,ABV,21:39,21:39
Park,KQ257,TNR,21:45,21:45,KQ536,ABV,6:19,6:38
Dep,KQ257,TNR,6:25,6:44,KQ536,ABV,7:55,8:14
Full,KQ257,TNR,20:15,21:02,KQ708,HRE,23:00,23:21
Arr,KQ311,DXB,6:55,6:55,KQ554,FIH,8:19,8:19
Park,KQ311,DXB,8:25,8:25,KQ554,FIH,10:29,11:46
Dep,KQ311,DXB,10:35,11:52,KQ554,FIH,12:05,13:22
Full,KQ349,KRT,6:35,6:20,KQ402,JIB,8:15,8:29
Full,KQ351,JUB,12:10,12:25,KQ608,MBA,14:15,14:45
Full,KQ353,JUB,18:00,18:15,KQ624,MBA,22:55,0:04
Full,KQ403,ADD,17:30,16:16,KQ416,EBB,19:10,20:10
Full,KQ411,EBB,11:05,12:05,KQ412,EBB,12:00,13:00
Arr,KQ413,EBB,15:05,14:45,,,16:29,16:09
Park,KQ413,EBB,16:35,16:15,,,22:23,22:23
Dep,KQ413,EBB,22:29,22:29,,,23:59,23:59
Full,KQ415,EBB,19:25,18:32,KQ488,DAR,22:55,23:48
Full,KQ417,EBB,22:15,21:12,KQ466,KGL,23:20,23:31
Full,KQ419,EBB,6:35,5:29,KQ432,JRO,8:00,8:00
Arr,KQ433,JRO,10:45,10:45,KQ444,BJM,12:09,12:09
Park,KQ433,JRO,12:15,12:15,KQ444,BJM,14:34,14:54
Dep,KQ433,JRO,14:40,15:00,KQ444,BJM,16:10,16:30
Full,KQ437,JRO,22:00,21:10,,,23:59,23:59
Arr,KQ444,BJM,21:15,20:40,KQ650,KIS,22:39,22:04
Park,KQ444,BJM,22:45,22:10,KQ650,KIS,5:14,5:19
Dep,KQ444,BJM,5:20,5:25,KQ650,KIS,6:50,6:55
Full,KQ444,BJM,21:15,22:20,KQ498,ZNZ,23:00,23:14
Arr,KQ447,KGL,6:05,6:01,KQ748,APL,7:29,7:25
Park,KQ447,KGL,7:35,7:31,KQ748,APL,10:49,12:04
Dep,KQ447,KGL,10:55,12:10,KQ748,APL,12:25,13:40
Arr,KQ448,BJM,12:50,11:46,KQ486,DAR,14:14,13:10
Park,KQ448,BJM,14:20,13:16,KQ486,DAR,17:14,17:23
Dep,KQ448,BJM,17:20,17:29,KQ486,DAR,18:50,18:59
Full,KQ481,DAR,11:10,12:18,KQ586,NLA,12:30,13:10
Full,KQ483,DAR,15:30,15:48,KQ414,EBB,16:20,16:35
Arr,KQ485,DAR,19:20,19:13,KQ448,BJM,20:44,20:37
Park,KQ485,DAR,20:50,20:43,KQ448,BJM,6:09,7:17
Dep,KQ485,DAR,6:15,7:23,KQ448,BJM,7:45,8:53
Full,KQ485,DAR,19:20,18:39,KQ734,LUN,22:45,22:58
Arr,KQ487,DAR,22:15,22:00,KQ256,TNR,23:39,23:24
Park,KQ487,DAR,23:45,23:30,KQ256,TNR,11:09,12:12
Dep,KQ487,DAR,11:15,12:18,KQ256,TNR,12:45,13:48
Full,KQ487,DAR,22:15,22:00,,,23:59,23:59
Full,KQ489,DAR,6:40,6:27,KQ494,ZNZ,8:05,8:05
Full,KQ495,ZNZ,11:15,10:26,KQ482,DAR,12:05,12:20
Full,KQ509,ACC,6:10,5:55,KQ760,JNB,8:30,8:48
Full,KQ521,ABJ,6:20,7:10,KQ504,FNA,10:35,10:35
Full,KQ522,NSI,21:40,22:00,,,23:59,23:59
Arr,KQ524,DLA,18:20,18:20,KQ522,NSI,19:44,19:44
Park,KQ524,DLA,19:50,19:50,KQ522,NSI,9:44,10:41
Dep,KQ524,DLA,9:50,10:47,KQ522,NSI,11:20,12:17
Arr,KQ533,LOS,19:50,19:50,KQ542,COO,21:14,21:14
Park,KQ533,LOS,21:20,21:20,KQ542,COO,6:19,6:47
Dep,KQ533,LOS,6:25,6:53,KQ542,COO,7:55,8:23
Arr,KQ537,ABV,18:25,18:25,,,19:49,19:49
Park,KQ537,ABV,19:55,19:55,,,22:23,22:23
Dep,KQ537,ABV,22:29,22:29,,,23:59,23:59
Full,KQ542,LOS,21:00,21:50,,,23:59,23:59
Full,KQ555,FIH,20:25,20:01,KQ112,CDG,23:05,23:24
Arr,KQ584,FBM,20:05,19:02,KQ252,HAH,21:29,20:26
Park,KQ584,FBM,21:35,20:32,KQ252,HAH,9:54,10:12
Dep,KQ584,FBM,10:00,10:18,KQ252,HAH,11:30,11:48
Full,KQ586,NLA,20:05,19:15,,,23:59,23:59
Arr,KQ601,MBA,9:30,9:15,,,10:54,10:39
Park,KQ601,MBA,11:00,10:45,,,22:23,22:23
Dep,KQ601,MBA,22:29,22:29,,,23:59,23:59
Full,KQ603,MBA,11:10,11:27,KQ762,JNB,12:05,12:45
Full,KQ605,MBA,12:55,13:40,KQ352,JUB,13:40,14:40
Full,KQ607,MBA,15:35,15:25,KQ610,MBA,16:25,16:34
Full,KQ609,MBA,16:55,16:42,KQ616,MBA,18:50,19:57
Full,KQ611,MBA,19:05,18:15,KQ618,MBA,19:50,20:42
Arr,KQ617,MBA,21:30,21:20,KQ600,MBA,22:54,22:44
Park,KQ617,MBA,23:00,22:50,KQ600,MBA,5:14,5:34
Dep,KQ617,MBA,5:20,5:40,KQ600,MBA,6:50,7:10
Full,KQ617,MBA,21:30,21:57,KQ418,EBB,22:55,23:52
Arr,KQ619,MBA,22:40,22:40,KQ350,JUB,0:04,0:04
Park,KQ619,MBA,0:10,0:10,KQ350,JUB,6:14,6:21
Dep,KQ619,MBA,6:20,6:27,KQ350,JUB,7:50,7:57
Full,KQ625,MBA,6:15,6:10,KQ640,MYD,8:55,8:55
Full,KQ641,MYD,11:45,11:34,KQ606,MBA,12:55,13:25
Full,KQ651,KIS,9:10,8:57,KQ654,KIS,9:55,11:02
Full,KQ655,KIS,12:15,12:00,KQ656,KIS,13:05,13:05
Flight Type,Fl No.,Origin,ETA,ATA,Fl No.,Dest,ETD,ATD
Full,KQ657,KIS,15:25,15:17,KQ670,KIS,17:30,17:39
Arr,KQ671,KIS,19:50,19:08,KQ480,DAR,21:14,20:32
Park,KQ671,KIS,21:20,20:38,KQ480,DAR,6:09,7:09
Dep,KQ671,KIS,6:15,7:15,KQ480,DAR,7:45,8:45
Full,KQ671,KIS,19:50,19:07,,,23:59,23:59
Arr,KQ704,LUN,20:30,20:30,KQ250,SEZ,21:54,21:54
Park,KQ704,LUN,22:00,22:00,KQ250,SEZ,9:54,10:18
Dep,KQ704,LUN,10:00,10:24,KQ250,SEZ,11:30,11:54
Full,KQ704,LUN,20:30,21:14,KQ764,JNB,21:50,23:00
Full,KQ717,GBE,6:50,8:04,KQ730,LLW,8:15,8:55
Full,KQ720,HRE,6:50,7:14,KQ604,MBA,10:15,10:26
Full,KQ731,LLW,13:30,13:40,KQ484,DAR,15:55,16:55
Full,KQ749,APL,18:05,17:50,KQ436,JRO,19:20,20:05
Arr,KQ752,BLZ,19:45,19:45,KQ410,EBB,21:09,21:09
Park,KQ752,BLZ,21:15,21:15,KQ410,EBB,6:24,6:24
Dep,KQ752,BLZ,6:30,6:30,KQ410,EBB,8:00,8:00
Full,KQ761,JNB,17:40,17:55,KQ204,BOM,21:25,22:22
Full,KQ763,JNB,21:25,21:40,KQ304,DXB,22:30,22:56
Full,KQ765,JNB,6:55,7:17,KQ602,MBA,8:30,8:42
Full,KQ8603,MBA,12:25,12:35,KQ8606,MBA,14:00,14:00
Full,KQ8607,MBA,16:45,16:27,KQ8608,MBA,19:30,20:09
Arr,KQ8609,MBA,22:15,22:15,KQ8602,MBA,23:39,23:39
Park,KQ8609,MBA,23:45,23:45,KQ8602,MBA,8:04,8:23
Dep,KQ8609,MBA,8:10,8:29,KQ8602,MBA,9:40,9:59
Full,KQ8609,MBA,22:15,22:25,,,23:59,23:59
Full,KQ8651,KIS,8:30,8:45,KQ8690,UKU,9:10,9:34
Arr,KQ8655,KIS,20:00,20:00,KQ8650,KIS,21:24,21:24
Park,KQ8655,KIS,21:30,21:30,KQ8650,KIS,4:54,4:54
Dep,KQ8655,KIS,5:00,5:00,KQ8650,KIS,6:30,6:30
Full,KQ8655,KIS,20:00,20:56,,,23:59,23:59
Full,KQ8661,EDL,9:00,8:50,KQ8680,LAU,9:40,9:52
Arr,KQ8665,EDL,19:10,19:00,KQ8660,EDL,20:34,20:24
Park,KQ8665,EDL,20:40,20:30,KQ8660,EDL,5:24,5:30
Dep,KQ8665,EDL,5:30,5:36,KQ8660,EDL,7:00,7:06
Full,KQ8665,EDL,19:10,19:30,,,23:59,23:59
Full,KQ8681,MYD,13:30,13:42,KQ8654,KIS,18:00,18:00
Full,KQ8691,UKU,11:30,12:24,KQ8692,UKU,14:10,14:10
Full,KQ8693,UKU,16:30,15:48,KQ8664,EDL,17:10,17:40
Arr,KQ887,BKK,6:45,6:40,KQ886,BKK,8:09,8:04
Park,KQ887,BKK,8:15,8:10,KQ886,BKK,21:34,22:08
Dep,KQ887,BKK,21:40,22:14,KQ886,BKK,23:10,23:44
Full,LX294,ZRH,18:40,18:55,LX295,DAR,19:35,19:50
Full,MK534,MRU,11:50,12:04,MK535,MRU,13:05,13:21
Full,MS849,CAI,7:10,7:25,MS850,CAI,8:10,8:20
Full,PW715,ZNZ,21:15,20:55,,,23:59,23:59
Full,PW723,JRO,7:00,7:00,PW722,JRO,8:30,8:30
Arr,PW725,JRO,19:20,18:10,PW710,ZNZ,20:44,19:34
Park,PW725,JRO,20:50,19:40,PW710,ZNZ,6:34,6:34
Dep,PW725,JRO,6:40,6:40,PW710,ZNZ,8:10,8:10
Full,PW725,JRO,19:20,18:15,,,23:59,23:59
Full,PW727,JRO,16:00,14:59,PW726,JRO,16:50,17:00
Full,QR1337,DOH,9:30,9:45,QR1338,DOH,12:35,12:45
Full,QR1339,DOH,13:10,13:20,QR1340,DOH,17:35,17:45
Full,SA184,JNB,15:15,15:25,SA185,JNB,16:05,16:15
Full,SN463,BRU,21:45,21:55,SN463,BRU,22:45,22:55
Full,SV431,JED,11:32,11:42,SV430,JED,13:10,13:20
Full,TK6510,FIH,18:30,18:27,TK6492,IST,21:00,21:05
Full,TM4462,MPM,14:25,14:33,TM4463,MPM,15:45,15:57
Full,WB402,KGL,15:40,16:52,WB403,KGL,16:30,17:44
Full,WB450,EBB,10:40,10:40,WB450,KGL,11:25,11:30
Full,WB460,KGL,20:15,20:25,WB460,EBB,21:35,22:05
Full,,,6:50,6:50,KQ210,BOM,7:50,8:50
Full,,,22:25,22:25,KQ102,LHR,23:25,23:47
Arr,CZ633,CAN,7:00,7:00,CZ634,CAN,8:24,8:24
Park,CZ633,CAN,8:30,8:30,CZ634,CAN,11:59,12:09
Dep,CZ633,CAN,12:05,12:15,CZ634,CAN,13:35,13:45
Full,EK721,DXB,19:00,19:10,EK722,DUB,22:50,23:00
Arr,SA180,JNB,22:40,22:40,SA181,JNB,0:04,0:04
Park,SA180,JNB,0:10,0:10,SA181,JNB,6:54,7:24
Dep,SA180,JNB,7:00,7:30,SA181,JNB,8:30,9:00
Full,TK607,IST,7:25,7:14,TK608,IST,10:35,10:51
Flight Type,Fl No.,Origin,ETA,ATA,Fl No.,Dest,ETD,ATD
Full,BA065,LHR,20:30,20:45,BA064,LHR,23:15,23:25
Full,EK719,DXB,14:30,14:40,EK720,DUB,16:40,17:04
Full,ET302,ADD,10:20,10:30,ET303,ADD,11:35,11:55
Arr,ET304,ADD,12:20,12:20,ET305,ADD,13:44,13:44
Park,ET304,ADD,13:50,13:50,ET305,ADD,15:59,17:04
Dep,ET304,ADD,16:05,17:10,ET305,ADD,17:35,18:40
Full,ET306,ADD,18:15,18:25,ET307,ADD,19:35,20:05
Arr,ET308,ADD,23:40,23:40,ET309,ADD,1:04,1:04
Park,ET308,ADD,1:10,1:10,ET309,ADD,4:24,4:34
Dep,ET308,ADD,4:30,4:40,ET309,ADD,6:00,6:10
Arr,ET308,ADD,23:45,23:45,ET309,ADD,1:09,1:09
Park,ET308,ADD,1:15,1:15,ET309,ADD,4:24,4:34
Dep,ET308,ADD,4:30,4:40,ET309,ADD,6:00,6:10
Full,EY641,AUH,12:47,12:28,EY642,AUH,13:40,13:50
Full,G9734,SHJ,13:06,14:01,G9735,SHJ,13:40,14:50
Full,KL565,AMS,20:25,20:35,KL566,AMS,22:25,22:35
Arr,KQ101,LHR,6:30,6:30,KQ310,DXB,7:54,7:54
Park,KQ101,LHR,8:00,8:00,KQ310,DXB,17:39,17:54
Dep,KQ101,LHR,17:45,18:00,KQ310,DXB,19:15,19:30
Full,KQ117,AMS,6:10,6:20,KQ116,AMS,8:35,8:55
Full,KQ205,BOM,10:30,11:02,KQ704,LUN,12:05,12:13
Full,KQ251,SEZ,18:25,19:26,KQ330,JED,21:30,21:50
Arr,KQ252,HAH,18:25,18:25,,,19:49,19:49
Park,KQ252,HAH,19:55,19:55,,,22:23,22:23
Dep,KQ252,HAH,22:29,22:29,,,23:59,23:59
Arr,KQ257,TNR,20:15,20:15,KQ536,ABV,21:39,21:39
Park,KQ257,TNR,21:45,21:45,KQ536,ABV,6:19,6:32
Dep,KQ257,TNR,6:25,6:38,KQ536,ABV,7:55,8:08
Full,KQ257,TNR,20:15,21:01,KQ708,HRE,23:00,23:00
Arr,KQ311,DXB,6:55,6:55,KQ554,FIH,8:19,8:19
Park,KQ311,DXB,8:25,8:25,KQ554,FIH,10:29,10:44
Dep,KQ311,DXB,10:35,10:50,KQ554,FIH,12:05,12:20
Full,KQ349,KRT,6:35,6:15,KQ402,JIB,8:15,8:26
Full,KQ351,JUB,12:10,11:53,KQ608,MBA,14:15,14:22
Full,KQ353,JUB,18:00,18:49,KQ624,MBA,22:55,0:04
Full,KQ403,ADD,17:30,17:12,KQ416,EBB,19:10,20:08
Full,KQ411,EBB,11:05,10:23,KQ412,EBB,12:00,12:20
Arr,KQ413,EBB,15:05,15:05,,,16:29,16:29
Park,KQ413,EBB,16:35,16:35,,,22:23,22:23
Dep,KQ413,EBB,22:29,22:29,,,23:59,23:59
Full,KQ415,EBB,19:25,20:11,KQ488,DAR,22:55,23:45
Full,KQ417,EBB,22:15,21:20,KQ466,KGL,23:20,23:39
Full,KQ419,EBB,6:35,5:29,KQ432,JRO,8:00,8:31
Arr,KQ433,JRO,10:45,10:33,KQ444,BJM,12:09,11:57
Park,KQ433,JRO,12:15,12:03,KQ444,BJM,14:34,14:44
Dep,KQ433,JRO,14:40,14:50,KQ444,BJM,16:10,16:20
Full,KQ437,JRO,22:00,21:13,,,23:59,23:59
Arr,KQ444,BJM,21:15,21:15,KQ650,KIS,22:39,22:39
Park,KQ444,BJM,22:45,22:45,KQ650,KIS,5:14,6:22
Dep,KQ444,BJM,5:20,6:28,KQ650,KIS,6:50,7:58
Full,KQ444,BJM,21:15,21:34,KQ498,ZNZ,23:00,23:20
Arr,KQ447,KGL,6:05,6:01,KQ748,APL,7:29,7:25
Park,KQ447,KGL,7:35,7:31,KQ748,APL,10:49,11:15
Dep,KQ447,KGL,10:55,11:21,KQ748,APL,12:25,12:51
Arr,KQ448,BJM,12:50,12:50,KQ486,DAR,14:14,14:14
Park,KQ448,BJM,14:20,14:20,KQ486,DAR,17:14,18:08
Dep,KQ448,BJM,17:20,18:14,KQ486,DAR,18:50,19:44
Full,KQ481,DAR,11:10,11:59,KQ586,NLA,12:30,12:50
Full,KQ483,DAR,15:30,15:39,KQ414,EBB,16:20,16:43
Arr,KQ485,DAR,19:20,18:28,KQ448,BJM,20:44,19:52
Park,KQ485,DAR,20:50,19:58,KQ448,BJM,6:09,6:09
Dep,KQ485,DAR,6:15,6:15,KQ448,BJM,7:45,7:45
Full,KQ485,DAR,19:20,18:16,KQ734,LUN,22:45,23:08
Arr,KQ487,DAR,22:15,22:15,KQ256,TNR,23:39,23:39
Park,KQ487,DAR,23:45,23:45,KQ256,TNR,11:09,12:22
Dep,KQ487,DAR,11:15,12:28,KQ256,TNR,12:45,13:58
Full,KQ487,DAR,22:15,21:59,,,23:59,23:59
Full,KQ489,DAR,6:40,6:27,KQ494,ZNZ,8:05,8:15
Full,KQ495,ZNZ,11:15,10:26,KQ482,DAR,12:05,12:13
Full,KQ509,ACC,6:10,5:55,KQ760,JNB,8:30,10:12
Full,KQ521,ABJ,6:20,7:25,KQ504,FNA,10:35,10:48
Full,KQ522,NSI,21:40,22:37,,,23:59,23:59
Arr,KQ524,DLA,18:20,17:30,KQ522,NSI,19:44,18:54
Park,KQ524,DLA,19:50,19:00,KQ522,NSI,9:44,10:09
Dep,KQ524,DLA,9:50,10:15,KQ522,NSI,11:20,11:45
Arr,KQ533,LOS,19:50,19:50,KQ542,COO,21:14,21:14
Park,KQ533,LOS,21:20,21:20,KQ542,COO,6:19,7:08
Dep,KQ533,LOS,6:25,7:14,KQ542,COO,7:55,8:44
Arr,KQ537,ABV,18:25,16:57,,,19:49,18:21
Park,KQ537,ABV,19:55,18:27,,,22:23,22:23
Dep,KQ537,ABV,22:29,22:29,,,23:59,23:59
Full,KQ542,LOS,21:00,21:53,,,23:59,23:59
Full,KQ555,FIH,20:25,20:09,KQ112,CDG,23:05,23:18
Arr,KQ584,FBM,20:05,20:05,KQ252,HAH,21:29,21:29
Park,KQ584,FBM,21:35,21:35,KQ252,HAH,9:54,10:12
Dep,KQ584,FBM,10:00,10:18,KQ252,HAH,11:30,11:48
Full,KQ586,NLA,20:05,19:38,,,23:59,23:59
Arr,KQ601,MBA,9:30,9:20,,,10:54,10:44
Park,KQ601,MBA,11:00,10:50,,,22:23,22:23
Dep,KQ601,MBA,22:29,22:29,,,23:59,23:59
Full,KQ603,MBA,11:10,11:20,KQ762,JNB,12:05,12:29
Full,KQ605,MBA,12:55,12:45,KQ352,JUB,13:40,15:14
Full,KQ607,MBA,15:35,15:25,KQ610,MBA,16:25,16:35
Full,KQ609,MBA,16:55,17:10,KQ616,MBA,18:50,19:52
Full,KQ611,MBA,19:05,18:55,KQ618,MBA,19:50,20:38
Arr,KQ617,MBA,21:30,21:20,KQ600,MBA,22:54,22:44
Park,KQ617,MBA,23:00,22:50,KQ600,MBA,5:14,6:05
Dep,KQ617,MBA,5:20,6:11,KQ600,MBA,6:50,7:41
Full,KQ617,MBA,21:30,21:20,KQ418,EBB,22:55,23:59
Arr,KQ619,MBA,22:40,22:25,KQ350,JUB,0:04,23:49
Park,KQ619,MBA,0:10,23:55,KQ350,JUB,6:14,7:04
Dep,KQ619,MBA,6:20,7:10,KQ350,JUB,7:50,8:40
Full,KQ625,MBA,6:15,6:10,KQ640,MYD,8:55,8:55
Full,KQ641,MYD,11:45,12:57,KQ606,MBA,12:55,13:34
Full,KQ651,KIS,9:10,9:00,KQ654,KIS,9:55,10:03
Full,KQ655,KIS,12:15,12:00,KQ656,KIS,13:05,13:05
Flight Type,Fl No.,Origin,ETA,ATA,Fl No.,Dest,ETD,ATD
Full,KQ657,KIS,15:25,15:17,KQ670,KIS,17:30,17:40
Arr,KQ671,KIS,19:50,19:50,KQ480,DAR,21:14,21:14
Park,KQ671,KIS,21:20,21:20,KQ480,DAR,6:09,7:49
Dep,KQ671,KIS,6:15,7:55,KQ480,DAR,7:45,9:25
Full,KQ671,KIS,19:50,19:01,,,23:59,23:59
Arr,KQ704,LUN,20:30,20:30,KQ250,SEZ,21:54,21:54
Park,KQ704,LUN,22:00,22:00,KQ250,SEZ,9:54,11:24
Dep,KQ704,LUN,10:00,11:30,KQ250,SEZ,11:30,13:00
Full,KQ704,LUN,20:30,19:40,KQ764,JNB,21:50,23:07
Full,KQ717,GBE,6:50,7:45,KQ730,LLW,8:15,8:44
Full,KQ720,HRE,6:50,7:42,KQ604,MBA,10:15,10:29
Full,KQ731,LLW,13:30,13:20,KQ484,DAR,15:55,17:14
Full,KQ749,APL,18:05,17:50,KQ436,JRO,19:20,20:05
Arr,KQ752,BLZ,19:45,19:45,KQ410,EBB,21:09,21:09
Park,KQ752,BLZ,21:15,21:15,KQ410,EBB,6:24,6:34
Dep,KQ752,BLZ,6:30,6:40,KQ410,EBB,8:00,8:10
Full,KQ761,JNB,17:40,16:53,KQ204,BOM,21:25,22:37
Full,KQ763,JNB,21:25,21:40,KQ304,DXB,22:30,23:10
Full,KQ765,JNB,6:55,6:35,KQ602,MBA,8:30,8:39
Full,KQ8603,MBA,12:25,12:08,KQ8606,MBA,14:00,14:17
Full,KQ8607,MBA,16:45,16:25,KQ8608,MBA,19:30,20:25
Arr,KQ8609,MBA,22:15,22:15,KQ8602,MBA,23:39,23:39
Park,KQ8609,MBA,23:45,23:45,KQ8602,MBA,8:04,8:27
Dep,KQ8609,MBA,8:10,8:33,KQ8602,MBA,9:40,10:03
Full,KQ8609,MBA,22:15,22:02,,,23:59,0:29
Full,KQ8651,KIS,8:30,7:37,KQ8690,UKU,9:10,9:30
Arr,KQ8655,KIS,20:00,20:00,KQ8650,KIS,21:24,21:24
Park,KQ8655,KIS,21:30,21:30,KQ8650,KIS,4:54,5:09
Dep,KQ8655,KIS,5:00,5:15,KQ8650,KIS,6:30,6:45
Full,KQ8655,KIS,20:00,20:13,,,23:59,23:59
Full,KQ8661,EDL,9:00,8:50,KQ8680,LAU,9:40,9:44
Arr,KQ8665,EDL,19:10,19:10,KQ8660,EDL,20:34,20:34
Park,KQ8665,EDL,20:40,20:40,KQ8660,EDL,5:24,5:24
Dep,KQ8665,EDL,5:30,5:30,KQ8660,EDL,7:00,7:00
Full,KQ8665,EDL,19:10,18:58,,,23:59,23:59
Full,KQ8681,MYD,13:30,13:41,KQ8654,KIS,18:00,18:00
Full,KQ8691,UKU,11:30,11:53,KQ8692,UKU,14:10,14:10
Full,KQ8693,UKU,16:30,15:47,KQ8664,EDL,17:10,17:33
Arr,KQ887,BKK,6:45,6:45,KQ886,BKK,8:09,8:09
Park,KQ887,BKK,8:15,8:15,KQ886,BKK,21:34,21:56
Dep,KQ887,BKK,21:40,22:02,KQ886,BKK,23:10,23:32
Full,LX294,ZRH,18:40,18:50,LX295,DAR,19:35,19:55
Full,MK534,MRU,11:50,12:20,MK535,MRU,13:05,13:31
Full,MS849,CAI,7:10,7:20,MS850,CAI,8:10,8:20
Full,PW715,ZNZ,21:15,22:35,,,23:59,23:59
Full,PW723,JRO,7:00,6:10,PW722,JRO,8:30,8:30
Arr,PW725,JRO,19:20,18:15,PW710,ZNZ,20:44,19:39
Park,PW725,JRO,20:50,19:45,PW710,ZNZ,6:34,6:49
Dep,PW725,JRO,6:40,6:55,PW710,ZNZ,8:10,8:25
Full,PW725,JRO,19:20,18:10,,,23:59,23:59
Full,PW727,JRO,16:00,15:05,PW726,JRO,16:50,17:23
Full,QR1337,DOH,9:30,9:45,QR1338,DOH,12:35,12:45
Full,QR1339,DOH,13:10,13:20,QR1340,DOH,17:35,17:45
Full,SA184,JNB,15:15,15:25,SA185,JNB,16:05,16:15
Full,SN463,BRU,21:45,22:15,SN463,BRU,22:45,22:55
Full,SV431,JED,11:32,11:42,SV430,JED,13:10,13:20
Full,TK6510,FIH,18:30,17:39,TK6492,IST,21:00,21:10
Full,TM4462,MPM,14:25,14:37,TM4463,MPM,15:45,15:53
Full,WB402,KGL,15:40,16:03,WB403,KGL,16:30,17:00
Full,WB450,EBB,10:40,10:50,WB450,KGL,11:25,11:35
Full,WB460,KGL,20:15,20:30,WB460,EBB,21:35,22:05
Full,,,6:50,6:50,KQ210,BOM,7:50,8:45
Full,,,22:25,22:25,KQ102,LHR,23:25,1:21
Arr,CZ633,CAN,7:00,7:00,CZ634,CAN,8:24,8:24
Park,CZ633,CAN,8:30,8:30,CZ634,CAN,11:59,12:09
Dep,CZ633,CAN,12:05,12:15,CZ634,CAN,13:35,13:45
Full,EK721,DXB,19:00,19:10,EK722,DUB,22:50,22:50
Arr,SA180,JNB,22:40,22:40,SA181,JNB,0:04,0:04
Park,SA180,JNB,0:10,0:10,SA181,JNB,6:54,7:09
Dep,SA180,JNB,7:00,7:15,SA181,JNB,8:30,8:45
Full,TK607,IST,7:25,7:15,TK608,IST,10:35,10:51
